ID,Timestamp,Conversation,Question bookmark,Speaker,Utterance,[parent] Read material content,[parent] Scaffolding (+orange) (+blue; only if math-related),[parent] Extended comments/questions (math) (+blue),[parent] Extended comments/questions (literacy),[parent] Extended comments/questions (personal),[parent] Check child's needs,[parent] Redirect child attention,[parent] Encourage child engagement,[child] comment/question/response (math) (+blue) (+green),[child] neutral response,[child] correct response,[child] incorrect response,Please fill in the greatest numeral magnitude involved in the utterance.,<4,4 - 10 (inclusive),> 10,Structured Counting,Cardinality ,Counting subsets,Set Comparison ,Number Order ,Story Problem (addition),Story Problem (subtraction),Math language,Promotion of Independence,Prompt after error,Correction/Disaffirmation,Affirmation,Inquiry of information,Hint,Modeling,Instruction,Re-representation,Explanation,Physical support,
13,49:15:00,A2-2,L4-4,Parent,Nice. We'll see what see what Misty said.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:20:00,A2-2,L4-4,Robot,If we took away 1 hat there would be 5 left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:32:00,A2-2,,Robot,That's the end of the book.Great job. Did you want to read more today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:36:00,A2-2,,Child,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:42:00,A2-2,,Parent,[child] would like to be done reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:43:00,A2-2,,Child,and book is over. Would you like to see some color?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:49:00,,,Robot,Would you like to read? You can show me the tag on its back when you've decided.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:52:00,,,Researcher,you can take a little break and finish that one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49:54:00,,,Parent,"Do you wanna take a little break and then read this book now. Oh, oh yeah. What if we just read the book and don't ask all the questions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:03:00,,,Robot,You want to read. Pete the cat and the perfect pizza party.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:06:00,,,Parent,You want to repeat the cat again?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:09:00,,,Robot,"Okay, you can select any book to read.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:13:00,,,Parent,"You want to read this one again. This one, this one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:16:00,A2-3,,Robot,You want to read how to babysit a grandma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:19:00,A2-3,,Parent,"Did you hear what she said? It's called How to babysit a grandma. Do grandma's need you to babysit? No. Maybe this one does. That sounds funny. How to babysit a grandma. How to babysit a grandma. When you babysit a grandma, if you're lucky, it's a sleepover at her house",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:50:00,A2-3,,Child,I don't need to show her all of them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,50:52:00,A2-3,,Parent,you don't need to show her all of them. You can show her whatever ones you want to show her but this is how we play with Misty. So like if you want to play with misty This is the only way Misty knows how to play is by asking questions about these books.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,51:08:00,A2-3,,Child,I don't want to do the story.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,51:16:00,A2-3,,Parent,"you don't want to do this one. Okay, we can skip it. What should you do when you get to her door? put on a disguise and say guess who knock with a Secret Knock only she knows tap tap tap? Tap? If you like cat's meow if you like dogs bark if you like goldfish. when she opens the door shout grandma, your babysitter is here. So was going to babysit the grandma. Do you want to ask let's do this tag",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,51:54:00,A2-3,,Child,how can you babysit a grandma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,52:06:00,A2-3,,Robot,We can begin reading now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,52:10:00,A2-3,,Parent,She wants to read she wants to see tags now hug your mom and dad goodbye and say don't be sad. I'll be home soon. Now tell your grandma all the fun things you have planned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,52:28:00,A2-3,L2-1,Robot,How many times did the little girl said go to the park?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,52:35:00,A2-3,L2-1,Parent,"Ready? Let's read and you keep track of how many times she says go to the park. I'm gonna read you keep track. You can keep track like that. Okay, go to the park. Bake snickerdoodles have a costume party. Go to the park to feed the ducks. Do yoga. Look at family pictures. Go to the park to swing play hide and seek make goofy hats. Go to the park to slide have a dancing puppet show. Read stacks of books go to the park to take pictures. do puzzles play cards how many go to the parks did I say How many is that?",1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,
13,53:16:00,A2-3,L2-1,Child,5,,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
13,53:18:00,A2-3,L2-1,Parent,Let's ask let's see if that's correct push your bumper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53:27:00,A2-3,L2-1,Child,5,,,,,,,,,1,,1,,5,,1,,1,,,,,,,,,,,,,,,,,,,
13,53:28:00,A2-3,L2-1,Robot,the little girl said go to the park for 5 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53:40:00,A2-3,,Parent,Wanna try this one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53:52:00,A2-3,L1-3,Robot,How many ducks have green necks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,53:55:00,A2-3,L1-3,Parent,how many ducks have green heads? I think it's just to say. we don't know about this one do we. mystery.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54:16:00,A2-3,L1-3,Child,9,,,,,,,,,1,,,1,9,,1,,,,1,,,,,,,,,,,,,,,,,
13,54:18:00,A2-3,L1-3,Robot,there could be 3 or 4 because one 1 is underwater. I wonder what color its neck might be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54:24:00,A2-3,,Parent,"That's exactly what we said, wanna show Misty this one.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54:33:00,A2-3,,Child,"Why does there need to be numbers, like why does there need to be 105.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54:41:00,A2-3,,Parent,That is the number. And so every to a different tag has a different question a different answer. So that's how Misty is programmed to know what question to ask.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,54:55:00,A2-3,L2-2,Robot,Can you count how many sticker rings grandma has on her fingers?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:00:00,A2-3,L2-2,Parent,How many sticker rings Does Grandma have on her fingers?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
13,55:12:00,A2-3,L2-2,Child,4,,,,,,,,,1,,,1,4,,1,,,1,,,,,,,,,,,,,,,,,,
13,55:15:00,A2-3,L2-2,Robot,I see that she has 8 rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:20:00,A2-3,L2-2,Parent,We forgot that hand.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
13,55:25:00,A2-3,L2-2,Child,"1, 2, 3, 4, 5, 6, 7, 8.",,,,,,,,,1,,1,,8,,1,,1,,,,,,,,,,,,,,,,,,,
13,55:30:00,A2-3,L2-2,Parent,Awesome. You want to tell her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:33:00,A2-3,L2-2,Child,sorry its 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:36:00,A2-3,L2-2,Parent,do you wanna ask her this question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:37:00,A2-3,L2-2,Robot,I see that she has eight rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:50:00,A2-3,L3-1,Robot,What do they have more of On the Table sausages or cupcakes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,55:57:00,A2-3,L3-1,Parent,Are there more sausages or more cupcakes on the table?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
13,56:14:00,A2-3,L3-1,Child,More fries.,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
13,56:16:00,A2-3,L3-1,Robot,There are more sausages than cupcakes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,56:18:00,A2-3,L3-1,Parent,fries? that was a trick answer.when it starts to get dark outside take your grammar outside and find the first star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,56:55:00,A2-3,,Child,it's a green light on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,56:56:00,A2-3,,Parent,maybe her she's thinking maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:02:00,A2-3,,Child,or maybe see working for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:14:00,A2-3,,Parent,"just try again. Okay,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:22:00,A2-3,L2-3,Robot,how many points does the biggest and brightest star how many points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:26:00,A2-3,L2-3,Parent,How many points does the star have,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
13,57:29:00,A2-3,L2-3,Child,what are points?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:32:00,A2-3,L2-3,Parent,You have to try to guess us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:38:00,A2-3,L2-3,Child,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ,11, 12",,,,,,,,,1,,,1,12,,,1,1,,,,,,,,,,,,,,,,,,,
13,57:47:00,A2-3,L2-3,Robot,The star has 10 points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,57:55:00,A2-3,L2-3,Child,all these yellow things points?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,58:00:00,A2-3,L2-3,Parent,"Yes, they are. But I think when you counted you went or you kept going around you started here and then you like kept going. I said 1, 2. Like you started on this 1, 2, 3, 4, 5, 6, 7, 8, 9, 10.",,1,,,,,,,,,,,10,,,,1,,,,,,,,,1,,,,,,,,1,,
13,58:15:00,A2-3,L2-3,Child,what are points?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,58:16:00,A2-3,L2-3,Parent,she doesn't know how to answer that question. She only knows how to ask you the question that correlates with every one of these tags. No thank you. I don't like that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,58:26:00,A2-3,L3-2,Robot,it took 3 steps to say I love you without making a sound. What number comes after 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,58:49:00,A2-3,L3-2,Child,is that thrill?,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
13,58:52:00,A2-3,L3-2,Robot,Number four comes after three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,59:02:00,A2-3,,Child,making history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,59:06:00,A2-3,,Parent,"now let your grandma choose where she wants to sleep. In a tent. That must be nap time. On the floor. The couch in the little bed? She's way too huge. Big bed she asks should we leave the nightlight on the hall light on the door open answers yep, yep, yeah. All of them on. She likes it really bright when she sleeps apparently.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,59:48:00,A2-3,,Parent,Lift it up so she can see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,59:54:00,A2-3,L4-1,Robot,"if grandma was to put two more blankets on, how many blankets would she have?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:00:00,A2-3,L4-1,Child,"3, is that true?",,,,,,,,,1,,1,,3,1,,,,,,,,1,,,,,,,,,,,,,,
13,1:00:11,A2-3,L4-1,Robot,she would be having 3 blankets on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:00:17,A2-3,,Parent,once you both types and make shadow puppets have your shadow box Kiss. Good night. If she's missing her mom and dad tell her they'll be right here tomorrow bright and early,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:00:40,A2-3,L3-3,Robot,Can you see more fingers on the shadow foxes or the little girl's hand?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:00:46,A2-3,L3-3,Child,shadow foxes,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
13,1:00:49,A2-3,L3-3,Robot,The little girl has more fingers than the shadow. Strange.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:00:54,A2-3,L3-3,Parent,That is strange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:01:02,A2-3,,Parent,"Yeah, well I don't know in the morning when you hear a knock open the door dress up as twins. After you you're all packed up comes the hardest part. Goodbye time. How to say goodbye to Grandma. let her borrow some sprinkles, some books, some stickers and some room and say I love you though making a sound give her a big hug and ask when maybe see you again. do you wanna ask this last question",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:01:33,A2-3,L4-3,Robot,If grandma gave each mom and dad a hug after hugging the girl how many hugs Has she given?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:01:39,A2-3,L4-3,Child,3,,,,,,,,,1,,1,,3,1,,,,,,,,1,,,,,,,,,,,,,,
13,1:01:42,A2-3,L4-3,Robot,Grandma would have given 3 hugs you've been finished the book? Should we read some more today?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:01:55,A2-3,,Child,"No, I'm all tired of reading",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:02:00,A2-3,,Robot,"we'll read again in a few days, thank you for reading to me today I'm going to sleep now. Can you place me on my charging pad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1:02:10,,,Robot,where's charging pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
